0 TYPE: Intermediate Algebra | LEVEL: 4 | OUTPUT: 2z. | ANSWER: -1 | FNAME: ./MATH/test/intermediate_algebra/1416.json
2756 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 19991 | ANSWER: 11189 | FNAME: ./MATH/test/number_theory/1081.json
2757 TYPE: Number Theory | LEVEL: 1 | OUTPUT: 5 | ANSWER: 4 | FNAME: ./MATH/test/number_theory/1124.json
2758 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 1. | ANSWER: 1 | FNAME: ./MATH/test/number_theory/647.json
2759 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 8. | ANSWER: 8 | FNAME: ./MATH/test/number_theory/73.json
2760 TYPE: Number Theory | LEVEL: 3 | OUTPUT: $1020_7$. | ANSWER: 1200_7 | FNAME: ./MATH/test/number_theory/1203.json
2761 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 16 | ANSWER: 16 | FNAME: ./MATH/test/number_theory/1178.json
2762 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 5 | ANSWER: 5 | FNAME: ./MATH/test/number_theory/324.json
2763 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 5 | ANSWER: 5 | FNAME: ./MATH/test/number_theory/585.json
2764 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 68 | ANSWER: 3 | FNAME: ./MATH/test/number_theory/1061.json
2765 TYPE: Number Theory | LEVEL: 3 | OUTPUT: either | ANSWER: \text{Sunday} | FNAME: ./MATH/test/number_theory/1240.json
2766 TYPE: Number Theory | LEVEL: 4 | OUTPUT: $\frac{546}{811}$. | ANSWER: 0 | FNAME: ./MATH/test/number_theory/1248.json
2767 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 88,799,999,889 | ANSWER: 8{,}880 | FNAME: ./MATH/test/number_theory/1199.json
2768 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 338 | ANSWER: 338 | FNAME: ./MATH/test/number_theory/351.json
2769 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 91 | ANSWER: 108 | FNAME: ./MATH/test/number_theory/4.json
2770 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 24 | ANSWER: 35 | FNAME: ./MATH/test/number_theory/772.json
2771 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 19 | ANSWER: 20 | FNAME: ./MATH/test/number_theory/905.json
2772 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 200 | ANSWER: 236 | FNAME: ./MATH/test/number_theory/1060.json
2773 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 13 | ANSWER: 13 | FNAME: ./MATH/test/number_theory/156.json
2774 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 8. | ANSWER: 8 | FNAME: ./MATH/test/number_theory/757.json
2775 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 9. | ANSWER: 6 | FNAME: ./MATH/test/number_theory/110.json
2776 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 12. | ANSWER: 8 | FNAME: ./MATH/test/number_theory/567.json
2777 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 202 | ANSWER: 18 | FNAME: ./MATH/test/number_theory/1005.json
2778 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 4 | ANSWER: 13 | FNAME: ./MATH/test/number_theory/753.json
2779 TYPE: Number Theory | LEVEL: 2 | OUTPUT: $\boxed{\frac{1}{5}}$. | ANSWER: \frac{1}{4} | FNAME: ./MATH/test/number_theory/117.json
2780 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 40,320 | ANSWER: 8 | FNAME: ./MATH/test/number_theory/380.json
2781 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 0. | ANSWER: 4 | FNAME: ./MATH/test/number_theory/1093.json
2782 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 91. | ANSWER: 97 | FNAME: ./MATH/test/number_theory/1261.json
2783 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 5 | ANSWER: 12 | FNAME: ./MATH/test/number_theory/878.json
2784 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 2. | ANSWER: 11 | FNAME: ./MATH/test/number_theory/1111.json
2785 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 1. | ANSWER: 8 | FNAME: ./MATH/test/number_theory/1284.json
2786 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 1. | ANSWER: 3 | FNAME: ./MATH/test/number_theory/364.json
2787 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 13. | ANSWER: 13 | FNAME: ./MATH/test/number_theory/1052.json
2788 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 288. | ANSWER: 72 | FNAME: ./MATH/test/number_theory/407.json
2789 TYPE: Number Theory | LEVEL: 1 | OUTPUT: 321. | ANSWER: 321 | FNAME: ./MATH/test/number_theory/136.json
2790 TYPE: Number Theory | LEVEL: 4 | OUTPUT: $\boxed{1410_5}$. | ANSWER: 4130_5 | FNAME: ./MATH/test/number_theory/955.json
2791 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 532170. | ANSWER: 1241 | FNAME: ./MATH/test/number_theory/219.json
2792 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 18. | ANSWER: 17 | FNAME: ./MATH/test/number_theory/457.json
2793 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 5. | ANSWER: 25 | FNAME: ./MATH/test/number_theory/427.json
2794 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 9 | ANSWER: 9 | FNAME: ./MATH/test/number_theory/1226.json
2795 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 294 | ANSWER: 2112_6 | FNAME: ./MATH/test/number_theory/1118.json
2796 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 8 | ANSWER: 4 | FNAME: ./MATH/test/number_theory/486.json
2797 TYPE: Number Theory | LEVEL: 5 | OUTPUT: $0.0011_2$. | ANSWER: 0.0011_{2} | FNAME: ./MATH/test/number_theory/1158.json
2798 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 3 | ANSWER: 21 | FNAME: ./MATH/test/number_theory/357.json
2799 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 7 | ANSWER: 7 | FNAME: ./MATH/test/number_theory/318.json
2800 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 2. | ANSWER: 2 | FNAME: ./MATH/test/number_theory/946.json
2801 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 2 | ANSWER: 900 | FNAME: ./MATH/test/number_theory/89.json
2802 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 8 | ANSWER: 11 | FNAME: ./MATH/test/number_theory/1292.json
2803 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 29 | ANSWER: 31 | FNAME: ./MATH/test/number_theory/783.json
2804 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 184. | ANSWER: 190 | FNAME: ./MATH/test/number_theory/1119.json
2805 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 24. | ANSWER: 24 | FNAME: ./MATH/test/number_theory/685.json
2806 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 7. | ANSWER: 9 | FNAME: ./MATH/test/number_theory/1072.json
2807 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 64 | ANSWER: 729 | FNAME: ./MATH/test/number_theory/366.json
2808 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 9 | ANSWER: 20 | FNAME: ./MATH/test/number_theory/439.json
2809 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 8 | ANSWER: 8 | FNAME: ./MATH/test/number_theory/810.json
2810 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 2. | ANSWER: 8 | FNAME: ./MATH/test/number_theory/65.json
2811 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 3275. | ANSWER: 3255 | FNAME: ./MATH/test/number_theory/271.json
2812 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 5. | ANSWER: 9 | FNAME: ./MATH/test/number_theory/1044.json
2813 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 609. | ANSWER: 801 | FNAME: ./MATH/test/number_theory/806.json
2814 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 2. | ANSWER: 13 | FNAME: ./MATH/test/number_theory/1215.json
2815 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 2 | ANSWER: 5 | FNAME: ./MATH/test/number_theory/664.json
2816 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 0. | ANSWER: 0 | FNAME: ./MATH/test/number_theory/879.json
2817 TYPE: Number Theory | LEVEL: 5 | OUTPUT: -2 | ANSWER: 2 | FNAME: ./MATH/test/number_theory/764.json
2818 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 0. | ANSWER: 0 | FNAME: ./MATH/test/number_theory/370.json
2819 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 1460. | ANSWER: 365 | FNAME: ./MATH/test/number_theory/570.json
2820 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 0 | ANSWER: 3 | FNAME: ./MATH/test/number_theory/127.json
2821 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 15. | ANSWER: 106 | FNAME: ./MATH/test/number_theory/694.json
2822 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 2743. | ANSWER: 2743 | FNAME: ./MATH/test/number_theory/1202.json
2823 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 36 | ANSWER: 226 | FNAME: ./MATH/test/number_theory/338.json
2824 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 1,000,000 | ANSWER: 40,\!000 | FNAME: ./MATH/test/number_theory/169.json
2825 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 6. | ANSWER: 7 | FNAME: ./MATH/test/number_theory/1155.json
2826 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 4 | ANSWER: 8 | FNAME: ./MATH/test/number_theory/126.json
2827 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 33 | ANSWER: 33 | FNAME: ./MATH/test/number_theory/858.json
2828 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 22500 | ANSWER: 225 | FNAME: ./MATH/test/number_theory/704.json
2829 TYPE: Number Theory | LEVEL: 5 | OUTPUT: $\boxed{199}$. | ANSWER: 14 | FNAME: ./MATH/test/number_theory/440.json
2830 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 2 | ANSWER: 2 | FNAME: ./MATH/test/number_theory/909.json
2831 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 2 | ANSWER: 451 | FNAME: ./MATH/test/number_theory/83.json
2832 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 96. | ANSWER: 48 | FNAME: ./MATH/test/number_theory/1018.json
2833 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 2 | ANSWER: 6 | FNAME: ./MATH/test/number_theory/1171.json
2834 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 43 | ANSWER: 43 | FNAME: ./MATH/test/number_theory/504.json
2835 TYPE: Number Theory | LEVEL: 2 | OUTPUT: $\boxed{5}$. | ANSWER: 5 | FNAME: ./MATH/test/number_theory/84.json
2836 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 2_9 | ANSWER: 8_9 | FNAME: ./MATH/test/number_theory/577.json
2837 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 1,048,572. | ANSWER: 16592 | FNAME: ./MATH/test/number_theory/1165.json
2838 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10! + 2}{10!}) = 10!(\frac{10!}{10!} + \frac{2}{10!}) = 10!(\frac{10 | ANSWER: 2 | FNAME: ./MATH/test/number_theory/671.json
2839 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 60. | ANSWER: 43 | FNAME: ./MATH/test/number_theory/780.json
2840 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 8. | ANSWER: 7 | FNAME: ./MATH/test/number_theory/226.json
2841 TYPE: Number Theory | LEVEL: 5 | OUTPUT: \frac{2}{3}. | ANSWER: \frac{1}{3} | FNAME: ./MATH/test/number_theory/1077.json
2842 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 7. | ANSWER: 8 | FNAME: ./MATH/test/number_theory/693.json
2843 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 6 | ANSWER: 6 | FNAME: ./MATH/test/number_theory/1105.json
2844 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 42. | ANSWER: 22 | FNAME: ./MATH/test/number_theory/530.json
2845 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 120. | ANSWER: 16 | FNAME: ./MATH/test/number_theory/496.json
2846 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 10 | ANSWER: 10 | FNAME: ./MATH/test/number_theory/1019.json
2847 TYPE: Number Theory | LEVEL: 1 | OUTPUT: 2 | ANSWER: 5 | FNAME: ./MATH/test/number_theory/293.json
2848 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 5 | ANSWER: 5 | FNAME: ./MATH/test/number_theory/405.json
2849 TYPE: Number Theory | LEVEL: 3 | OUTPUT: $\boxed{12}$. | ANSWER: 216 | FNAME: ./MATH/test/number_theory/829.json
2850 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 12 | ANSWER: 6 | FNAME: ./MATH/test/number_theory/50.json
2851 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 3. | ANSWER: 3 | FNAME: ./MATH/test/number_theory/154.json
2852 TYPE: Number Theory | LEVEL: 2 | OUTPUT: The numerical solution is 319. | ANSWER: 319 | FNAME: ./MATH/test/number_theory/695.json
2853 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 7. | ANSWER: 3 | FNAME: ./MATH/test/number_theory/610.json
2854 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 161 | ANSWER: 119 | FNAME: ./MATH/test/number_theory/808.json
2855 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 9 | ANSWER: 9 | FNAME: ./MATH/test/number_theory/850.json
2856 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 10. | ANSWER: 10 | FNAME: ./MATH/test/number_theory/558.json
2857 TYPE: Number Theory | LEVEL: 5 | OUTPUT: $\boxed{\frac{1}{90}}$. | ANSWER: \frac19 | FNAME: ./MATH/test/number_theory/536.json
2858 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 1. | ANSWER: 1 | FNAME: ./MATH/test/number_theory/992.json
2859 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 41 | ANSWER: 204_5 | FNAME: ./MATH/test/number_theory/1257.json
2860 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 12. | ANSWER: 12 | FNAME: ./MATH/test/number_theory/188.json
2861 TYPE: Number Theory | LEVEL: 4 | OUTPUT: $\boxed{10610_{11}}$. | ANSWER: 152A_{11} | FNAME: ./MATH/test/number_theory/971.json
2862 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 16. | ANSWER: 4 | FNAME: ./MATH/test/number_theory/390.json
2863 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 6 | ANSWER: 12 | FNAME: ./MATH/test/number_theory/1161.json
2864 TYPE: Number Theory | LEVEL: 5 | OUTPUT: -449. | ANSWER: -449 | FNAME: ./MATH/test/number_theory/765.json
2865 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 160 | ANSWER: 160 | FNAME: ./MATH/test/number_theory/566.json
2866 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 144. | ANSWER: 18 | FNAME: ./MATH/test/number_theory/827.json
2867 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 7. | ANSWER: 7 | FNAME: ./MATH/test/number_theory/1194.json
2868 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 0.0000672. | ANSWER: .0000672 | FNAME: ./MATH/test/number_theory/598.json
2869 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 13. | ANSWER: 3 | FNAME: ./MATH/test/number_theory/252.json
2870 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 7. | ANSWER: 3 | FNAME: ./MATH/test/number_theory/911.json
2871 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 7 | ANSWER: 14 | FNAME: ./MATH/test/number_theory/183.json
2872 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 8 | ANSWER: 6 | FNAME: ./MATH/test/number_theory/501.json
2873 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 22 | ANSWER: 3 | FNAME: ./MATH/test/number_theory/445.json
2874 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 1. | ANSWER: 17 | FNAME: ./MATH/test/number_theory/1065.json
2875 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 145 | ANSWER: 2145 | FNAME: ./MATH/test/number_theory/729.json
2876 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 1. | ANSWER: 2 | FNAME: ./MATH/test/number_theory/981.json
2877 TYPE: Number Theory | LEVEL: 3 | OUTPUT: $\boxed{4026}$. | ANSWER: 6710 | FNAME: ./MATH/test/number_theory/314.json
2878 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 0 | ANSWER: 0 | FNAME: ./MATH/test/number_theory/353.json
2879 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 6 | ANSWER: 7 | FNAME: ./MATH/test/number_theory/642.json
2880 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 57 | ANSWER: 57 | FNAME: ./MATH/test/number_theory/33.json
2881 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 63 | ANSWER: 63 | FNAME: ./MATH/test/number_theory/441.json
2882 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 10837 | ANSWER: 37 | FNAME: ./MATH/test/number_theory/575.json
2883 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 144. | ANSWER: 144 | FNAME: ./MATH/test/number_theory/346.json
2884 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 33. | ANSWER: 34 | FNAME: ./MATH/test/number_theory/320.json
2885 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 4. | ANSWER: 2 | FNAME: ./MATH/test/number_theory/805.json
2886 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 6 | ANSWER: 13 | FNAME: ./MATH/test/number_theory/412.json
2887 TYPE: Number Theory | LEVEL: 1 | OUTPUT: There is no numerical solution given in the message. | ANSWER: 3 | FNAME: ./MATH/test/number_theory/458.json
2888 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 215 | ANSWER: 215 | FNAME: ./MATH/test/number_theory/881.json
2889 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 119. | ANSWER: 116 | FNAME: ./MATH/test/number_theory/233.json
2890 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 6. | ANSWER: 11 | FNAME: ./MATH/test/number_theory/187.json
2891 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 29. | ANSWER: 29 | FNAME: ./MATH/test/number_theory/232.json
2892 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 10296. | ANSWER: 10,\!236 | FNAME: ./MATH/test/number_theory/162.json
2893 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 6. | ANSWER: 0 | FNAME: ./MATH/test/number_theory/317.json
2894 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 11 | ANSWER: 17 | FNAME: ./MATH/test/number_theory/148.json
2895 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 176 | ANSWER: 66 | FNAME: ./MATH/test/number_theory/1129.json
2896 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 3 | ANSWER: 3 | FNAME: ./MATH/test/number_theory/928.json
2897 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 202 | ANSWER: 202 | FNAME: ./MATH/test/number_theory/751.json
2898 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 322_5. | ANSWER: 4210_{5} | FNAME: ./MATH/test/number_theory/847.json
2899 TYPE: Number Theory | LEVEL: 3 | OUTPUT: -1000_5 | ANSWER: 3032_5 | FNAME: ./MATH/test/number_theory/359.json
2900 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 0 | ANSWER: 0 | FNAME: ./MATH/test/number_theory/740.json
2901 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 68. | ANSWER: 69 | FNAME: ./MATH/test/number_theory/869.json
2902 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 1. | ANSWER: 1 | FNAME: ./MATH/test/number_theory/236.json
2903 TYPE: Number Theory | LEVEL: 4 | OUTPUT: \$0 | ANSWER: 6 | FNAME: ./MATH/test/number_theory/186.json
2904 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 25. | ANSWER: 10 | FNAME: ./MATH/test/number_theory/958.json
2905 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 23 | ANSWER: 23 | FNAME: ./MATH/test/number_theory/45.json
2906 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 16. | ANSWER: 4096 | FNAME: ./MATH/test/number_theory/296.json
2907 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 13 | ANSWER: 4 | FNAME: ./MATH/test/number_theory/927.json
2908 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 10,000. | ANSWER: 1,\!000,\!000,\!000 | FNAME: ./MATH/test/number_theory/913.json
2909 TYPE: Number Theory | LEVEL: 5 | OUTPUT: $4+1005 | ANSWER: 202 | FNAME: ./MATH/test/number_theory/1090.json
2910 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 1 | ANSWER: 4 | FNAME: ./MATH/test/number_theory/967.json
2911 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 3 | ANSWER: 6 | FNAME: ./MATH/test/number_theory/1082.json
2912 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 5. | ANSWER: 5 | FNAME: ./MATH/test/number_theory/3.json
2913 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 174 | ANSWER: 284 | FNAME: ./MATH/test/number_theory/737.json
2914 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 1 | ANSWER: 1058 | FNAME: ./MATH/test/number_theory/321.json
2915 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 001. | ANSWER: 668 | FNAME: ./MATH/test/number_theory/453.json
2916 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 1 | ANSWER: 4 | FNAME: ./MATH/test/number_theory/867.json
2917 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 49 | ANSWER: 49 | FNAME: ./MATH/test/number_theory/626.json
2918 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 2. | ANSWER: 1 | FNAME: ./MATH/test/number_theory/114.json
2919 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 0 | ANSWER: 22 | FNAME: ./MATH/test/number_theory/985.json
2920 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 1 | ANSWER: 8 | FNAME: ./MATH/test/number_theory/505.json
2921 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 846 | ANSWER: 1950 | FNAME: ./MATH/test/number_theory/771.json
2922 TYPE: Number Theory | LEVEL: 1 | OUTPUT: 7. | ANSWER: 7 | FNAME: ./MATH/test/number_theory/66.json
2923 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 3. | ANSWER: 10 | FNAME: ./MATH/test/number_theory/383.json
2924 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 6460 | ANSWER: 664_7 | FNAME: ./MATH/test/number_theory/853.json
2925 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 1 | ANSWER: 4 | FNAME: ./MATH/test/number_theory/822.json
2926 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 0 | ANSWER: 0 | FNAME: ./MATH/test/number_theory/1117.json
2927 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 5 | ANSWER: 4 | FNAME: ./MATH/test/number_theory/1239.json
2928 TYPE: Number Theory | LEVEL: 2 | OUTPUT: \text{Saturday} | ANSWER: \mbox{Saturday} | FNAME: ./MATH/test/number_theory/880.json
2929 TYPE: Number Theory | LEVEL: 1 | OUTPUT: 31. | ANSWER: 31 | FNAME: ./MATH/test/number_theory/448.json
2930 TYPE: Number Theory | LEVEL: 3 | OUTPUT: 30 | ANSWER: 30 | FNAME: ./MATH/test/number_theory/209.json
2931 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 10 | ANSWER: 0 | FNAME: ./MATH/test/number_theory/601.json
2932 TYPE: Number Theory | LEVEL: 1 | OUTPUT: \frac{7}{8} | ANSWER: \frac78 | FNAME: ./MATH/test/number_theory/696.json
2933 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 10 | ANSWER: 6 | FNAME: ./MATH/test/number_theory/327.json
2934 TYPE: Number Theory | LEVEL: 5 | OUTPUT: 1155. | ANSWER: 2079 | FNAME: ./MATH/test/number_theory/287.json
2935 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 20 | ANSWER: 1101_4 | FNAME: ./MATH/test/number_theory/1241.json
2936 TYPE: Number Theory | LEVEL: 4 | OUTPUT: 5 | ANSWER: 5 | FNAME: ./MATH/test/number_theory/435.json
2937 TYPE: Number Theory | LEVEL: 2 | OUTPUT: 621 | ANSWER: 621 | FNAME: ./MATH/test/number_theory/744.json
